Grupo,Nombre del producto,Tipo,Autores,Lugar,Editorial,DOI,ISSN,Revista,Año,Volumen,Fasciculo,Página inicial,Página final,Palabras,Area,Sectores
NATURATU,MORPHOLOGICAL AND STRUCTURAL CHARACTERIZATION OF BAMBOO FIBER INTO CULM ¿ Guadua angustifolia KUNTH, Publicado en revista especializada," MARIO ENRIQUE RODRIGUEZ GARCIA, LUZ ADRIANA SANCHEZ ECHEVERRI",Brasil, Ciencia Florestal ,10.5902/1980509835363, 1980-5098, Ciencia Florestal , 2018,28 ,4 , 1676 , 1687,,,
NATURATU,REPLACEMENT SEQUENCE FOR THE FLIGHT FEATHERS OF THE BLUE- BLACK GRASSQUIT (VOLATINIA JACARINA) AND GRAY SEEDEATER (SPOROPHILA INTERMEDIA), Publicado en revista especializada," MIGUEL CESAR MORENO PALACIOS, SERGIO LOSADA PRADO, MARIA ANGELA ECHEVERRY GALVIS",Colombia, El Hornero - Revista De Ornitología Neotropical ,, 1850-4884, El Hornero - Revista De Ornitología Neotropical , 2018,33 ,2 , 1 , 8,,,
NATURATU,Exchange Coupling in MnAlC/α-Fe Nanocomposite Magnets, Publicado en revista especializada, JUAN SEBASTIAN TRUJILLO HERNANDEZ,Estados Unidos, Journal of Superconductivity and Novel Magnetism ,10.1007/s10948-018-4661-4, 1557-1939, Journal of Superconductivity and Novel Magnetism , 2018,31 ,12 , 3941 , 3947,,,
NATURATU,Geological and climatic influences on mountain biodiversity, Publicado en revista especializada, MAURICIO ALBERTO BERMUDEZ CELLA,Inglaterra, Nature Geoscience ,10.1038/s41561-018-0236-z, 1752-0894, Nature Geoscience , 2018,11 , , 718 , 725,,,
NATURATU,Determination of Allura Red in the Presence of Cetylpyridinium Bromide by Square-wave Adsorptive Stripping Voltammetry on a Glassy Carbon Electrode, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL",Japón, Analytical Sciences ,10.2116/analsci.17P555, 0910-6340, Analytical Sciences , 2018,34 ,10 , 1171 , 1175,,,
NATURATU,How to estimate population size in crocodylians? Population ecology of American crocodiles in Coiba Island as study case, Publicado en revista especializada, SERGIO ALEJANDRO BALAGUERA REINA,Estados Unidos, Ecosphere ,10.1002/ecs2.2474, 2150-8925, Ecosphere , 2018,9 ,N/A , 1 , 16,,,
NATURATU,Development of a Novel Electrochemical Sensor Based on a Carbon Paste Electrode Decorated with Nd2O3 for the Simultaneous Detection of Tartrazine and Sunset Yellow, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, JOHN HURTADO, OLIMPO JOSE GARCIA BELTRAN, JOHISNER PENAGOS LLANOS",Alemania, Electroanalysis ,https://doi.org/10.1002/elan.201800550, 1521-4109, Electroanalysis , 2018,30 ,n/a , 2760 , 2767,,,
NATURATU,"Structural, magnetic, and mechanical hardness characterization of the alloy Nd16( Fe76−xNix)B8 with x = 0, 10, 20, and 25", Publicado en revista especializada, JUAN SEBASTIAN TRUJILLO HERNANDEZ,Estados Unidos, Applied Physics A-Materials Science '&' Processing ,10.1007/s00339-018-2119-y, 0947-8396, Applied Physics A-Materials Science '&' Processing , 2018,127 ,698 , 1 , 11,,,
NATURATU,Detection of SO2 derivatives using a new chalco-coumarin derivative in cationic micellar media: application to real samples, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN, PABLA AGUIRRE, MARCO NUNEZ, MARGARITA ALIAGA",Reino Unido, RSC Advances ,10.1039/C8RA04526G, 2046-2069, RSC Advances , 2018,8 , , 31261 , 31266,,,
NATURATU,Development of a Novel Electrochemical Sensor Based on a Carbon Paste Electrode Decorated with Nd2O3 for the Simultaneous Detection of Tartrazine and Sunset Yellow, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN, JOHN JADY HURTADO BELALCAZAR",Alemania, Electroanalysis ,10.1002/elan.201800550, 1521-4109, Electroanalysis , 2018,30 , , 2760 , 2767,,,
NATURATU,Adsorptive Stripping Voltammetric Determination of Lead and Cadmium in Natural Waters in the Presence of Rutin Using a Nafion¿Mercury Coated Film Electrode, Publicado en revista especializada, EDGAR ORLANDO NAGLES VIDAL,Serbia, International Journal of Electrochemical Science ,10.20964/2018.09.19, 1452-3981, International Journal of Electrochemical Science , 2018,13 ,N/A , 8711 , 8722,,,
NATURATU,Processing and characterization of Nd2Fe14B microparticles prepared by surfactant-assisted ball milling, Publicado en revista especializada, ALEXANDER CORTES SOTO,Alemania, Applied Physics A-Materials Science '&' Processing ,10.1007/s00339-018-1977-7, 0947-8396, Applied Physics A-Materials Science '&' Processing , 2018,124 ,564 ,  , ,,,
NATURATU,Electrocomposite Developed with Chitosan and Ionic Liquids Using Screen-Printed Carbon Electrodes Useful to Detect Rutin in Tropical Fruits, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, JOHN HURTADO, OLIMPO JOSE GARCIA BELTRAN, VERONICA ARANCIBIA",Suiza, Sensors ,10.3390/s18092934, 1424-8220, Sensors , 2018,18 ,N/A , 2934 , 2948,,,
NATURATU,Voltammetric determination of amaranth and tartrazine with a new double-stranded copper(I) helicate-single-walled carbon nanotube modified screen printed electrode, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL, JOHN JADY HURTADO BELALCAZAR, JORGE ANDRES CALDERON GUTIERREZ",Países Bajos, Journal of Electroanalytical Chemistry ,10.1016/j.jelechem.2018.05.017, 1572-6657, Journal of Electroanalytical Chemistry , 2018,822 , , 95 , 104,,,
NATURATU,Food habits and ontogenetic dietary partitioning of American crocodiles in a tropical Pacific Island in Central America, Publicado en revista especializada, SERGIO ALEJANDRO BALAGUERA REINA,Colombia, Ecosphere ,10.1002/ecs2.2393, 2150-8925, Ecosphere , 2018,9 ,N/A , 1 , 14,,,
NATURATU,Thermal Transport Measurements of LaCoO3 and SrTiO3, Publicado en revista especializada," ALEXANDER CORTES SOTO, JEFERSON  FERNANDO PIAMBA JIMENEZ, JUAN SEBASTIAN TRUJILLO HERNANDEZ, WILSON LOPERA MUNOZ, PEDRO ANTONIO PRIETO PULIDO",, Journal of Superconductivity and Novel Magnetism ,10.1007/s10948-018-4840-3, 1557-1947, Journal of Superconductivity and Novel Magnetism , 2018,32 ,5 , 1367 , 1370,,,
NATURATU,Adsorptive Stripping Voltammetric Determination of Lead and Cadmium in Natural Waters in the Presence of Rutin Using a Nafion¿Mercury Coated Film Electrode, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN, JOHN JADY HURTADO BELALCAZAR",Serbia, International Journal of Electrochemical Science ,10.20964/2018.09.19, 1452-3981, International Journal of Electrochemical Science , 2018,13 , , 8711 , 8722,,,
NATURATU,Development of Antibacterial and Antifungal Triazole Chromium(III) and Cobalt(II) Complexes: Synthesis and Biological Activity Evaluations, Publicado en revista especializada," JOHN HURTADO, EDGAR ORLANDO NAGLES VIDAL",Suiza, Molecules ,10.3390/molecules23082013, 1420-3049, Molecules , 2018,23 ,N/A , 2013 , 2029,,,
NATURATU,Electrocomposite Developed with Chitosan and Ionic Liquids Using Screen-Printed Carbon Electrodes Useful to Detect Rutin in Tropical Fruits, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL, JOHN JADY HURTADO BELALCAZAR",Suiza, Sensors ,10.3390/s18092934, 1424-8220, Sensors , 2018,18 , , 3 , 14,,,
NATURATU,"Speciation of morin and rutin in black tea, Cymbopogon citratus and fruit infusions by adsorption voltammetry using screen-printed carbon electrodes coated with chitosan: effect of pH on speciation", Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, JOHN HURTADO, OLIMPO JOSE GARCIA BELTRAN",Inglaterra, Analytical Methods ,10.1039/C8AY01067F, 1759-9660, Analytical Methods , 2018,10 ,N/A , 3680 , 3689,,,
NATURATU,"Optical response of 1D photonic crystals based on Cu3TMSe4 (TM = V, Nb, Ta) sulvanite compounds in the infrared spectral region", Publicado en revista especializada," LUZ ESTHER GONZALEZ REYES, NELSON PORRAS MONTENEGRO",Reino Unido, Journal of Nanoelectronics and Optoelectronics ,https://doi.org/10.1166/jno.2018.2319, 1555-130X, Journal of Nanoelectronics and Optoelectronics , 2018,13 , , 933 , 938,,,
NATURATU,"Speciation of morin and rutin in black tea, Cymbopogon citratusand fruit infusions by adsorption voltammetry using screen-printed carbon electrodes coated with chitosan: effect of pH on speciation", Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL, JOHN JADY HURTADO BELALCAZAR",Reino Unido, Analytical Methods ,10.1039/C8AY01067F, 1759-9679, Analytical Methods , 2018,10 , , 3680 , 3686,,,
NATURATU,Determination of Allura Red in the Presence of Cetylpyridinium Bromide by Square-wave Adsorptive Stripping Voltammetry on a Glassy Carbon Electrode, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN",Japón, Analytical Sciences ,10.2116/analsci.17P555, 1348-2246, Analytical Sciences , 2018,34 , , 1171 , 1175,,,
NATURATU,"El caso de la nutria neotropical (Lontra longicaudis Olfers, 1818) como mascota en el Río Magdalena (Colombia)", Publicado en revista especializada," GIOVANY GUEVARA CARDONA, LIDA MARCELA FRANCO PEREZ",, Boletin Cientifico del Centro de Museos ,10.17151/bccm.2018.22.2.6, 0123-3068, Boletin Cientifico del Centro de Museos , 2018,22 ,2 , 68 , 75,,,
NATURATU,Processing and characterization of Nd2Fe14B microparticles prepared by surfactant assited ball milling, Publicado en revista especializada, JUAN SEBASTIAN TRUJILLO HERNANDEZ,Inglaterra, Applied Physics A-Materials Science '&' Processing ,10.1007/s00339-018-1977-7, 0947-8396, Applied Physics A-Materials Science '&' Processing , 2018,124 ,564 , 1 , 6,,,
NATURATU,Design of multi-core fiber patch panel for space division multiplexing implementations, Publicado en revista especializada," LUZ ESTHER GONZALEZ REYES, NELSON PORRAS MONTENEGRO",Reino Unido, Fiber and Integrated Optics ,https://doi.org/10.1080/01468030.2018.1448130, 0146-8030, Fiber and Integrated Optics , 2018,37 , , 57 , 65,,,
NATURATU,YBa2Cu3O7−x /BaTiO3 1D superconducting photonic crystal with tunable broadband response in the visible range, Publicado en revista especializada," LUZ ESTHER GONZALEZ REYES, JOHN EDWARD ORDONEZ NANEZ, GUSTAVO ZAMBRANO, NELSON PORRAS MONTENEGRO",Reino Unido, Journal of Superconductivity and Novel Magnetism ,https://doi.org/10.1007/s10948-017-4427-4, 1557-1939, Journal of Superconductivity and Novel Magnetism , 2018,31 , , 2003 , 2009,,,
NATURATU,"Análisis de la condición corporal de aves Passeriformes en zonas secas del norte del Alto Valle del Magdalena, Colombia", Publicado en revista especializada," JESSICA NATHALIA SANCHEZ GUZMAN, SERGIO LOSADA PRADO, MIGUEL CESAR MORENO PALACIOS",Colombia, Caldasia ,https://dx.doi.org/10.15446/caldasia.v40n1.60284, 0366-5232, Caldasia , 2018,40 ,NA , 1 , 17,,,
NATURATU,DURATION AND INTENSITY OF PRIMARY MOLT IN TWO NEOTROPICAL GRASSLANDS PASSERINES, Publicado en revista especializada," MIGUEL CESAR MORENO PALACIOS, SERGIO LOSADA PRADO, MARIA ANGELA ECHEVERRY GALVIS",Colombia, Caldasia ,https://doi.org/10.15446/caldasia.v40n1.68817, 0366-5232, Caldasia , 2018,40 ,NA , 27 , 40,,,
NATURATU,Determination of Rutin in Drinks Using an Electrode Modified with Carbon Nanotubes-Prussian Blue, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, JOHN JADY HURTADO BELALCAZAR, EDGAR ORLANDO NAGLES VIDAL",Países Bajos, Journal of Analytical Chemistry ,10.1134/S1061934818050064, 1061-9348, Journal of Analytical Chemistry , 2018,73 , , 504 , 511,,,
NATURATU,UHPLC-ESI-ORBITRAP-MS analysis of the native Mapuche medicinal plant palo negro (Leptocarpha rivularis DC. ¿ Asteraceae) and evaluation of its antioxidant and cholinesterase inhibitory properties, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL, CARLOS ARECHE, BEATRIZ SEPULVEDA, MARIO SIMIRGIOTIS, CRISTINA QUISPE",Reino Unido, Journal of Enzyme Inhibition and Medicinal Chemistry ,10.1080/14756366.2018.1466880, 1475-6366, Journal of Enzyme Inhibition and Medicinal Chemistry , 2018,33 , , 936 , 944,,,
NATURATU,Determination of Rutin in Drinks Using an Electrode Modified with Carbon Nanotubes-Prussian Blue, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL, JOHN JADY HURTADO BELALCAZAR",Alemania, Journal of Analytical Chemistry ,10.1134/S1061934818050064, 1608-3199, Journal of Analytical Chemistry , 2018,73 , , 504 , 511,,,
NATURATU,UHPLC-ESI-ORBITRAP-MS analysis of the native Mapuche medicinal plant palo negro (Leptocarpha rivularis DC. ¿ Asteraceae) and evaluation of its antioxidant and cholinesterase inhibitory properties, Publicado en revista especializada, EDGAR ORLANDO NAGLES VIDAL,Estados Unidos, Journal of Enzyme Inhibition and Medicinal Chemistry ,10.1080/14756366.2018.1466880, 1475-6366, Journal of Enzyme Inhibition and Medicinal Chemistry , 2018,33 ,N/A , 936 , 944,,,
NATURATU,Determination of Rutin in Drinks Using an Electrode Modified with Carbon Nanotubes-Prussian Blue, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, JOHISNER PENAGOS LLANOS, OLIMPO JOSE GARCIA BELTRAN",Rusia, Journal of Analytical Chemistry ,10.1134/S1061934818050064, 1608-3199, Journal of Analytical Chemistry , 2018,73 ,N/A , 504 , 511,,,
NATURATU,Electochemical Detection of Imidacloprid Using a Screen Printed Single Walled Carbon Nanotubes Coated with and Ionic Liquids, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL, JORGE ANDRES CALDERON GUTIERREZ, LIDA MARCELA FRANCO PEREZ",Serbia, International Journal of Electrochemical Science ,10.20964/2018.06.73, 1452-3981, International Journal of Electrochemical Science , 2018,13 , , 5775 , 5787,,,
NATURATU,Determination of Rutin in Drinks Using an Electrode Modified with Carbon Nanotubes-Prussian Blue, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN, JOHN HURTADO",Rusia, Journal of Analytical Chemistry ,10.1134/S1061934818050064, 1608-3199, Journal of Analytical Chemistry , 2018,73 ,N/A , 504 , 511,,,
NATURATU,Electochemical Detection of Imidacloprid Using a Screen Printed Single Walled Carbon Nanotubes Coated with and Ionic Liquids, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN, JORGE ANDRES CALDERON GUTIERREZ, LIDA MARCELA FRANCO PEREZ",República Checa, International Journal of Electrochemical Science ,10.20964/2018.06.73, 1452-3981, International Journal of Electrochemical Science , 2018,13 ,N/A , 5775 , 5787,,,
NATURATU,Mathematical modelling and simulation for biogas production from organic waste, Publicado en revista especializada," LILIANA ROCIO DELGADILLO MIRQUEZ, MAXIMILIANO MACHADO HIGUERA, HECTOR MAURICIO HERNANDEZ SARABIA",Suiza, International Journal of Engineering Systems Modelling and Simulation ,10.1504/IJESMS.2018.10013112, 1755-9758, International Journal of Engineering Systems Modelling and Simulation , 2018,10 ,2 , 97 , 102,,,
NATURATU,Electochemical Detection of Imidacloprid Using a Screen Printed Single Walled Carbon Nanotubes Coated with and Ionic Liquids, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, LIDA MARCELA FRANCO PEREZ, EDGAR ORLANDO NAGLES VIDAL",Serbia, International Journal of Electrochemical Science ,10.20964/2018.06.73, 1452-3981, International Journal of Electrochemical Science , 2018,13 ,N/A , 5775 , 5787,,,
NATURATU,Estados de superficie y estados resonantes del Pd (111), Publicado en revista especializada," HERNAN JAVIER HERRERA SUAREZ, ALBERTO  RUBIO PONCE, RITO DANIEL  OLGIN MELO",Colombia, Respuestas ,http://dx.doi.org/10.22463/0122820X.1324, 0122-820X, Respuestas , 2018,23 ,1 , 13 , 18,,,
NATURATU,Detection of Sunset Yellow by Adsorption Voltammetry at Glassy Carbon Electrode Modified with Chitosan, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN",República Checa, International Journal of Electrochemical Science ,10.20964/2018.05.35, 1452-3981, International Journal of Electrochemical Science , 2018,13 ,N/A , 5005 , 5015,,,
NATURATU,Detection of Sunset Yellow by Adsorption Voltammetry at Glassy Carbon Electrode Modified with Chitosan, Publicado en revista especializada, OLIMPO JOSE GARCIA BELTRAN,Serbia, International Journal of Electrochemical Science ,10.20964/2018.05.35, 1452-3981, International Journal of Electrochemical Science , 2018,13 , , 5005 , 5015,,,
NATURATU,A new and simple electroanalytical method to detect thiomersal in vaccines on a screen-printed electrode modified with chitosan, Publicado en revista especializada, OLIMPO JOSE GARCIA BELTRAN,Reino Unido, Analytical Methods ,10.1039/C8AY00161H, 1759-9679, Analytical Methods , 2018,10 , , 1196 , 1202,,,
NATURATU,New and simple electroanalytical method useful to detect thiomersal in vaccines on a screen-printed electrode modified with chitosan, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN",Inglaterra, Analytical Methods ,10.1039/C8AY00161H, 1759-9679, Analytical Methods , 2018,10 ,N/A , 1196 , 1202,,,
NATURATU,Enhanced blue photoluminescence of B2O3-CaF2 glass-ceramics containing silver nanoparticles, Publicado en revista especializada, LUZ PATRICIA NARANJO RIANO,Estados Unidos, Journal of Alloys and Compounds ,10.1016/j.jallcom.2018.03.159, 0925-8388, Journal of Alloys and Compounds , 2018,749 ,N/A , 40 , 43,,,
NATURATU,Voltammetric determination of amaranth and tartrazine with a new double-stranded copper(I) helicate-single-walled carbon nanotube modified screen printed electrode, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, JOHN HURTADO, JORGE ANDRES CALDERON GUTIERREZ, OLIMPO JOSE GARCIA BELTRAN",Estados Unidos, Journal of Electroanalytical Chemistry ,10.1016/j.jelechem.2018.05.017, 1572-6657, Journal of Electroanalytical Chemistry , 2018,822 ,N/A , 95 , 104,,,
NATURATU,Linking riparian forest harvest to benthic macroinvertebrate communities in Andean headwater streams in southern Chile, Publicado en revista especializada," LIDA MARCELA FRANCO PEREZ, GIOVANY GUEVARA CARDONA",Países Bajos, Limnologica ,10.1016/j.limno.2017.07.007, 0075-9511, Limnologica , 2018,68 ,N/A , 105 , 114,,,
NATURATU,Secondary Metabolite Profiling of Species of the Genus Usnea by UHPLC-ESI-OT-MS-MS, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN",Suiza, Molecules ,10.3390/molecules23010054, 1420-3049, Molecules , 2018,23 ,1 , 54 , 70,,,
NATURATU,Review of erosion dynamics along the major N-S climatic gradient in Chile and Perspectives, Publicado en revista especializada, MAURICIO ALBERTO BERMUDEZ CELLA,Países Bajos, Geomorphology ,https://doi.org/10.1016/j.geomorph.2017.10.016, 0169-555X, Geomorphology , 2018,300 , , 45 , 68,,,
NATURATU,Secondary Metabolite Profiling of Species of the Genus Usnea by UHPLC-ESI-OT-MS-MS, Publicado en revista especializada, EDGAR ORLANDO NAGLES VIDAL,Suiza, Molecules ,10.3390/molecules23010054, 1420-3049, Molecules , 2018,23 ,1 , 54 , 69,,,
